fips,name,gcd_funding,pgma,moratorium_june,moratorium,land_score,infra_score,risk_june,risk_sept,rank_june,rank_sept,rank_delta,is_lit,is_peer
48321,Matagorda,0,0,0,0,0.418566618385436,0.272891698898036,0.424981666336156,0.424981666336156,188,187,1,FALSE,FALSE
48039,Brazoria,0,0,0,0,0.209853784867202,0.473601758572246,0.406862794724701,0.406862794724701,189,188,1,FALSE,FALSE
48423,Smith,0,0,0,0,0.330668785506498,0.328607319176086,0.405150512210957,0.405150512210957,190,189,1,FALSE,FALSE
48497,Wise,1,1,0,0,0.840642324905303,0.606080042951681,0.404067253607492,0.404067253607492,191,190,1,FALSE,FALSE
48015,Austin,0,0,0,1,0.740984036857164,0.427531062637399,0.64974831217789,0.402733238239766,99,191,-92,FALSE,FALSE
48043,Brewster,0,0,0,0,0.340780481880778,0.304189578898601,0.399806195203088,0.399806195203088,192,192,0,FALSE,FALSE
48463,Uvalde,0,0,0,0,0.331170691231491,0.298479179793129,0.39264057520941,0.39264057520941,193,193,0,FALSE,FALSE
48303,Lubbock,0,0,0,0,0.0720556956227002,0.600465429711392,0.3925073656436,0.3925073656436,194,194,0,FALSE,FALSE
48389,Reeves,0,0,0,0,0.110797466746434,0.546927118905707,0.388975934614237,0.388975934614237,195,195,0,FALSE,FALSE
48249,Jim Wells,0,0,0,0,0.448369418946786,0.142403357851524,0.384449284513176,0.384449284513176,196,196,0,FALSE,FALSE
48307,McCulloch,0,0,0,0,0.341703315979306,0.264358256874256,0.383395354003711,0.383395354003711,197,197,0,FALSE,FALSE
48157,Fort Bend,0,0,0,0,0.0437915453004525,0.595494267591087,0.37643896274538,0.37643896274538,198,198,0,FALSE,FALSE
48361,Orange,0,0,0,0,0.356286976121483,0.228541840861346,0.375433502380967,0.375433502380967,199,199,0,FALSE,FALSE
48021,Bastrop,2,0,0,0,0.695028523987837,1,0.375429253008626,0.375429253008626,200,200,0,TRUE,FALSE
48017,Bailey,0,0,0,0,0.199892350941831,0.396412680108599,0.369255490179924,0.369255490179924,201,201,0,FALSE,FALSE
48487,Wilbarger,0,0,0,0,0.222876434111542,0.360911672014409,0.365577261662604,0.365577261662604,202,202,0,FALSE,FALSE
48233,Hutchinson,0,0,0,0,0.345418094492198,0.206517133816708,0.360737487801093,0.360737487801093,203,203,0,FALSE,FALSE
48507,Zavala,0,0,0,0,0.297244934268165,0.254533651242055,0.35727130050693,0.35727130050693,204,204,0,FALSE,FALSE
48057,Calhoun,0,0,0,0,0.381208958850936,0.14563584210973,0.352638802202949,0.352638802202949,205,205,0,FALSE,FALSE
48179,Gray,0,0,0,0,0.180362020370834,0.377994739389368,0.351807759813779,0.351807759813779,206,206,0,FALSE,FALSE
48127,Dimmit,0,0,0,0,0.339707378211046,0.190737959787659,0.351234460924576,0.351234460924576,207,207,0,FALSE,FALSE
48445,Terry,0,0,0,0,0.169945169997724,0.37949720535613,0.347297747526751,0.347297747526751,208,208,0,FALSE,FALSE
48205,Hartley,0,0,0,0,0.373568563081329,0.12393118476215,0.339673283426175,0.339673283426175,209,209,0,FALSE,FALSE
48037,Bowie,0,0,0,0,0.357130732692824,0.132515315818457,0.335187487821551,0.335187487821551,210,210,0,FALSE,FALSE
48167,Galveston,0,0,0,0,0.0399524654935942,0.498661566873855,0.33353810719104,0.33353810719104,211,211,0,FALSE,FALSE
