fips,rural_raw_value,drinking_water_violations_raw_value,severe_housing_problems_raw_value,severe_housing_cost_burden_raw_value
22063,0.3875683502,1,0.1043837029,0.0894827065
22065,0.2853149646,0,0.1788617886,0.1158095238
22067,0.5082133521,1,0.1845238095,0.1870519713
22069,0.4952685592,1,0.1652742463,0.156194995
22071,0.0043047211,0,0.2513970048,0.2450945391
22073,0.2519455253,1,0.1754850842,0.1974507816
22075,0.3318732724,1,0.1635572139,0.1283924843
22077,0.6727044995,0,0.1412190706,0.1149271682
22079,0.3977603962,1,0.1500513875,0.1376022966
22081,1,1,0.0767857143,0.1131578947
22083,1,1,0.1701388889,0.1244268775
22085,1,1,0.1244019139,0.1124389617
22087,0.0537656521,0,0.1700064641,0.1539026998
22089,0.1777959619,0,0.1239270386,0.1319200351
22091,1,0,0.1165413534,0.0783835096
22093,0.495790412,1,0.0723375754,0.0657459358
22095,0.1172870024,0,0.1303772336,0.1128391101
22097,0.5919554156,1,0.156167979,0.1415154038
22099,0.5220893619,1,0.129255183,0.1044418406
22101,0.1951787232,1,0.1535146782,0.1280213843
22103,0.2298219753,1,0.1325847223,0.1271857571
22105,0.459870679,1,0.1543707378,0.1393392891
22107,1,1,0.15,0.1335689046
22109,0.2070268297,0,0.1248808389,0.1175110575
22111,1,1,0.1323337679,0.1546171322
22113,0.5593368085,1,0.0915199259,0.0869522354
22115,0.5782974359,0,0.1036779612,0.0978183543
22117,0.7576270814,0,0.1295709761,0.1157724387
22119,0.4971190521,1,0.1790289953,0.1763399467
22121,0.2610390088,0,0.1086065574,0.1060421736
22123,1,1,0.1054054054,0.097425395
22125,1,0,0.1246753247,0.1006655574
22127,0.6604143948,1,0.0634920635,0.0914039465
23001,0.453450184,0,0.126939043,0.1233204007
23003,0.8563147306,1,0.1119557706,0.106510317
23005,0.3764555266,1,0.1360479422,0.126577504
23007,1,1,0.1052412646,0.0796779334
23009,1,1,0.1182327318,0.1144974947
23011,0.6223289821,0,0.1142180095,0.1166724397
23013,0.6422291723,1,0.1158014832,0.1403872752
23015,0.9129608082,0,0.1112556929,0.1121537087
23017,0.8276822957,0,0.1316772917,0.1221011947
23019,0.5706213576,1,0.123626811,0.1105721828
23021,1,1,0.1358885017,0.117413063
23023,0.6138586882,0,0.1161838791,0.120611079
23025,0.8487826139,1,0.1296596434,0.1092391057
23027,0.9052187745,1,0.1295381934,0.1120607787
23029,1,1,0.1282051282,0.1241134752
23031,0.5197903497,1,0.128874481,0.1186038053
24001,0.3498517018,1,0.1166334119,0.1110165228
24003,0.0748239302,0,0.1206328882,0.1086672058
24005,0.0712914041,0,0.1549567186,0.149083826
24009,0.6189064807,0,0.0932824427,0.0966043936
24011,0.849547953,0,0.1541997493,0.1479219678
24013,0.4223875158,0,0.0937127414,0.0928077588
24015,0.4834803567,1,0.1304628911,0.1198296527
24017,0.2841486763,0,0.139748882,0.1294071934
24019,0.5395776336,0,0.1474285714,0.1414998037
24021,0.2754115495,0,0.115812119,0.1052804296
24023,0.8421162258,0,0.107748184,0.0744050104
24025,0.2092869954,1,0.1182415102,0.1085724172
24027,0.1187751454,0,0.1247087728,0.1155234962
24029,0.6962704448,0,0.138721351,0.1445307683
24031,0.0267941295,0,0.1684928648,0.1480631111
24033,0.0243455083,0,0.195870941,0.1693037834
24035,0.590267474,0,0.1226539783,0.1225026288
24037,0.5674433321,1,0.1308562197,0.1091189276
24039,0.5972786353,0,0.1983980283,0.1769051322
24041,0.5194531791,0,0.1458461538,0.1712654615
24043,0.3222714198,0,0.1351697083,0.1278907582
24045,0.2686990771,1,0.1602027883,0.1468583246
24047,0.4095882577,0,0.165227021,0.1340411701
24510,0,0,0.2148063456,0.2125694309
25001,0.0279349858,0,0.1647226608,0.1653869932
25003,0.3468680731,0,0.15047276,0.1512422304
25005,0.1044388812,1,0.1639049229,0.1629685595
25007,0.3172815534,0,0.1970588235,0.1679952761
25009,0.0515454497,1,0.1982725029,0.1823971807
25011,0.5485365133,0,0.1573562845,0.1663516684
25013,0.0952739763,0,0.1738584911,0.1662197942
25015,0.285469601,0,0.1497414005,0.1408738396
25017,0.0353774076,1,0.1601624128,0.1502462217
25019,0.1574184497,0,0.1836228288,0.1465201465
25021,0.0202222923,1,0.1581781062,0.155112928
25023,0.1246507755,1,0.1504801202,0.1539729306
25025,4.51164e-05,0,0.2398394619,0.2119617317
25027,0.2117581147,1,0.15330557,0.1478484816
26001,0.9290842923,0,0.0959332638,0.0998984772
26003,1,0,0.1274509804,0.1008028546
26005,0.6757813148,0,0.0959538879,0.0713076113
26007,0.4663922233,0,0.0913786253,0.0916409172
26009,1,0,0.1112759644,0.0894119836
26011,0.8754166111,0,0.1041335453,0.0910540584
26013,1,1,0.0995260664,0.090357599
26015,0.8711853003,1,0.103669915,0.0975782585
26017,0.28939108,0,0.1154316187,0.1039914045
26019,0.855147468,0,0.100513573,0.1001388889
26021,0.3009668472,1,0.1455721158,0.1334831751
26023,0.6941509518,0,0.1112781955,0.099969447
26025,0.3234234234,0,0.1272676003,0.1189465228
26027,0.7410300645,1,0.1031151896,0.106620003
26029,0.6980118216,0,0.0960067969,0.0874718304
26031,0.7884983776,0,0.1180880975,0.1027965284
26033,0.511295365,0,0.1403126136,0.103375686
26035,0.8769769251,0,0.1369276851,0.1130730051
26037,0.5131938126,0,0.0886979082,0.083670759
26039,0.9983831229,0,0.1411042945,0.1244583117
26041,0.4266319811,0,0.1006690029,0.108727954
26043,0.3524877635,0,0.0881965774,0.079056506
26045,0.3798488665,0,0.1014589598,0.099257198
26047,0.6313027674,0,0.0990896359,0.0993424309
26049,0.181991625,1,0.1411418696,0.1343150962
26051,1,0,0.1404573028,0.1040081648
26053,0.6408205841,0,0.0989660266,0.1109286354
26055,0.4317289317,0,0.1329524799,0.1077054839
26057,0.5829362324,0,0.0962314939,0.0974537201
26059,0.7673676387,0,0.1218546791,0.1027136259
26061,0.4521024598,0,0.153042852,0.1133134154
26063,1,0,0.0886827458,0.0890016664
26065,0.1456756757,0,0.1628606293,0.153787832
26067,0.6101730435,0,0.0882352941,0.0871022524
26069,0.4975234774,0,0.1,0.1071103837
26071,1,0,0.1297935103,0.1148713982
26073,0.5226573904,0,0.175549227,0.1751334668
26075,0.4728433708,1,0.1250909679,0.1155887395
26077,0.2163870524,0,0.1303893637,0.1313977186
26079,1,0,0.1314285714,0.1111849097
26081,0.1618863359,1,0.1217676727,0.1093902147
26083,1,0,0.1057692308,0.1047619048
26085,1,0,0.1425287356,0.1346886912
26087,0.8594996558,1,0.1077262693,0.0951462648
26089,0.8758351643,0,0.1026344676,0.1036578747
26091,0.5686108848,1,0.1134100608,0.1190312517
26093,0.395128594,1,0.0886709503,0.0797337753
26095,1,0,0.0962441315,0.102464332
26097,0.7467232786,0,0.1421520237,0.1314237574
26099,0.0320999254,0,0.1380379,0.1254421559
26101,0.6766938319,0,0.1033057851,0.089351529
26103,0.4549888665,1,0.1239236241,0.1148161631
26105,0.5909748038,0,0.0997115781,0.0916466595
26107,0.7447751423,1,0.1525316456,0.12131815
26109,0.6316909199,0,0.0832904884,0.0952526799
26111,0.4321627901,1,0.1079495453,0.1074311981
26113,1,0,0.1094952951,0.0883997835
26115,0.3772132111,0,0.1063795205,0.1032939024
26117,0.8459032636,0,0.1186404898,0.099128216
26119,1,0,0.1416957027,0.1409778557
26121,0.2601351351,0,0.1158499698,0.1172901767
26123,0.896654528,0,0.1278454209,0.0943526905
26125,0.0554223769,1,0.1221572075,0.1193694302
26127,1,1,0.1281920327,0.1017444792
26129,1,1,0.1255555556,0.1200823422
26131,1,0,0.1033210332,0.0840127614
26133,1,0,0.1106628242,0.1030067452
26135,1,0,0.1185410334,0.1111111111
26137,0.6621896297,0,0.119138756,0.1041803664
26139,0.2119885213,1,0.1046446558,0.0934346695
26141,1,0,0.0992301112,0.080552359
26143,0.4387228782,0,0.1184748071,0.1077660248
26145,0.3261503019,0,0.1258414001,0.1207586289
26147,0.3950605738,0,0.1101591187,0.110888239
26149,0.6371945716,0,0.1089987326,0.0952047296
26151,0.9364457905,0,0.1079894644,0.0942706461
26153,1,0,0.0943134535,0.0878489327
26155,0.5978353453,1,0.1088251218,0.1123712104
26157,0.8990491908,0,0.1026722925,0.0925270309
26159,0.7805178139,1,0.1269296741,0.1169900059
26161,0.1719479501,1,0.1642830451,0.1612836766
26163,0.0089681923,1,0.1789508995,0.168806638
26165,0.6374543403,0,0.1192307692,0.093126726
27001,1,0,0.1387414708,0.1262339216
27003,0.1590246423,0,0.1061406156,0.0993917519
27005,0.7091208822,1,0.1204644412,0.1069173364
27007,0.6787877477,0,0.1577898035,0.111857594
27009,0.450349211,0,0.1128440367,0.1077626135
27011,1,0,0.1098901099,0.1051108968
27013,0.3357304086,0,0.1575291025,0.1370742391
27015,0.4815143563,1,0.0825986079,0.090892054
27017,0.6350705665,0,0.1063673169,0.09320788
27019,0.2465067993,0,0.0849143007,0.0782549695
27021,1,0,0.1331456154,0.1114075511
27023,0.5720749325,0,0.1230916031,0.1122715405
27025,0.6565585207,0,0.1004133236,0.0915917352
27027,0.2579227778,0,0.145,0.1368925123
27029,1,0,0.167962675,0.090268886
27031,1,0,0.13,0.097211464
27033,1,0,0.0986066452,0.0791061453
27035,0.6871436565,0,0.1131082062,0.1074085941
27037,0.0498110857,0,0.1051921578,0.1004567825
27039,0.6334403604,0,0.0803108808,0.0885291514
27041,0.5139978465,1,0.1136230182,0.0927442949
27043,1,0,0.0886287625,0.0863260833
27045,1,0,0.1176470588,0.0893581484
27047,0.4176403949,0,0.107045543,0.0899407336
27049,0.6691185743,0,0.1031664964,0.1068998011
27051,1,0,0.093625498,0.1030674847
27053,0.023880958,0,0.1470498348,0.1338497383
27055,0.7101841533,0,0.0851326342,0.0878266412
27057,1,0,0.1119489559,0.1165934828
27059,0.5928284916,0,0.1156862745,0.1070011519
27061,0.7701159639,0,0.1386600769,0.1299917378
27063,1,0,0.0845714286,0.0665576833
27065,1,0,0.1221020093,0.0997313103
27067,0.4296167566,1,0.129985229,0.1069644431
27069,1,0,0.0598802395,0.0556542333
27071,0.454899685,0,0.1182700794,0.0690514326
27073,1,0,0.0933098592,0.10761347
27075,1,0,0.1133200795,0.107605178
27077,1,0,0.103202847,0.1064615385
27079,0.857745693,0,0.089206066,0.0970109657
27081,1,0,0.112704918,0.1081896552
27083,0.4654319522,0,0.1269035533,0.1070103093
27085,0.4449974164,0,0.0971604516,0.0897523136
27087,1,0,0.1608579088,0.1259754738
27089,1,0,0.0864864865,0.0715877437
27091,0.5811735331,0,0.0892448513,0.0782598416
27093,0.7192735043,0,0.0981595092,0.0875111907
27095,0.8184738652,0,0.1231953802,0.1124164279
27097,0.7232872685,0,0.1038433112,0.0928576726
27099,0.3634864723,1,0.1160628407,0.0974567917
27101,1,0,0.0581395349,0.0645912133
27103,0.2521042549,0,0.1024734982,0.0993142587
27105,0.3808882907,1,0.1439842209,0.1019021739
27107,1,0,0.1217228464,0.0859375
27109,0.1736845014,0,0.1246711035,0.1004555739
27111,0.7791980826,1,0.1103059581,0.0949265523
27113,0.3644939966,0,0.1094402673,0.0936421883
27115,1,0,0.1241410902,0.1154986053
27117,1,0,0.0935524652,0.1056721057
27119,0.4653436779,0,0.1237363526,0.1112130054
27121,0.6284046693,0,0.1053169734,0.1078167116
27123,0.0002009588,0,0.1698108835,0.1425871756
27125,1,0,0.1060606061,0.0637626263
27127,0.7012641815,0,0.0960912052,0.109858681
27129,1,0,0.0870307167,0.0957170106
27131,0.3218772821,0,0.1254332756,0.1156706624
27133,0.5045342127,0,0.0739795918,0.0787073234
27135,1,1,0.1230228471,0.1039671683
27137,0.392876228,1,0.13007132,0.1192514197
27139,0.181020089,1,0.1002676353,0.0837478807
27141,0.5092866036,0,0.1015521064,0.0922748021
27143,1,1,0.1099744246,0.098441058
27145,0.3798865388,0,0.1365224626,0.1225916511
27147,0.2974923809,0,0.1203890007,0.0949009463
27149,0.4798883259,0,0.1088977424,0.0805929919
27151,1,0,0.1257413998,0.1281729078
27153,0.9942205684,0,0.1360792492,0.0883015775
27155,1,0,0.0771929825,0.0835820896
27157,0.8118015617,0,0.1188501935,0.1174020711
27159,0.7184500533,0,0.1299283154,0.0913097127
27161,0.5143926613,0,0.1088254811,0.1024797918
27163,0.1336632183,0,0.1000050687,0.0998777566
27165,1,0,0.112412178,0.072065558
27167,0.4795573317,0,0.0708955224,0.0798939796
27169,0.4034144672,0,0.1367478866,0.1156373852
27171,0.3916808762,0,0.094352754,0.0803979564
27173,1,0,0.0888324873,0.0692864529
28001,0.3647843456,0,0.1316600616,0.1350552802
28003,0.6412204951,0,0.0983957219,0.1108074167
28005,1,0,0.1104452055,0.1016442451
28007,0.6245737604,0,0.1641673244,0.1246975319
28009,1,0,0.1081081081,0.1187698834
28011,0.5370017751,0,0.1737435009,0.163442234
28013,1,0,0.10670194,0.0813823857
28015,1,0,0.0740740741,0.0522553611
28017,1,0,0.1512231282,0.1362757732
28019,1,0,0.0845272206,0.0793254216
28021,1,0,0.1184466019,0.0915721232
28023,1,0,0.1408094435,0.1162387231
28025,0.563532947,0,0.1154873164,0.1412050257
28027,0.3264142122,1,0.1759036145,0.1501252142
28029,0.8217357586,0,0.1277033986,0.1097899767
28031,1,0,0.1537335286,0.1138041734
28033,0.2190120552,0,0.1251025737,0.1184714497
28035,0.345965864,0,0.1524337433,0.1446003006
28037,1,0,0.1042345277,0.0908394021
28039,1,0,0.1620991254,0.1197255575
28041,1,0,0.1096256684,0.0900371287
28043,0.5248971289,0,0.1552723059,0.1247047122
28045,0.3826026535,1,0.1364961569,0.1107200166
28047,0.191735252,0,0.1623347878,0.1484520462
28049,0.1757998086,1,0.1776615864,0.1675276148
28051,1,0,0.2185022026,0.234805587
28053,1,0,0.1683673469,0.1797421731
28055,1,1,0.1184210526,0.0508474576
28057,1,0,0.0780711825,0.0721894832
28059,0.3034093765,0,0.1445049368,0.122442989
28061,1,1,0.1004746835,0.0924680565
28063,1,0,0.0726141079,0.0885416667
28065,1,0,0.1823461092,0.1563565514
28067,0.6252416501,0,0.1426198879,0.1242308189
28069,1,0,0.1956181534,0.1155184412
28071,0.3994589074,0,0.1794939378,0.1604748045
28073,0.5374949394,0,0.1243481749,0.1033576642
28075,0.536761482,0,0.1683655536,0.1672040022
28077,1,0,0.1790540541,0.1102209274
28079,1,0,0.1057239057,0.1026130358
28081,0.5172599978,0,0.1433307024,0.1161763262
28083,0.3127845019,0,0.190875721,0.1787953426
28085,0.7091700805,0,0.155984556,0.1318000509
28087,0.5432157476,0,0.1481066547,0.1513544232
28089,0.2575747858,0,0.1191245066,0.1183252283
28091,0.7448549568,0,0.183106267,0.1263639564
28093,0.835298649,0,0.149122807,0.1576118416
28095,0.8251316559,0,0.0935759376,0.1013807308
28097,1,0,0.2105263158,0.2183056872
28099,0.755423385,0,0.1456359102,0.1256489035
28101,1,0,0.103516921,0.0718697361
28103,1,0,0.1641586867,0.2111892209
28105,0.3664169306,0,0.214183722,0.2030587126
28107,0.811099735,0,0.1143210896,0.1348523805
28109,0.7096624811,0,0.1197165893,0.1114241306
28111,1,0,0.0823798627,0.0791726106
28113,0.6199037794,0,0.1617250674,0.1430872876
28115,1,0,0.0921456779,0.0694913707
28117,0.74256238,0,0.0781078108,0.0741989882
28119,1,0,0.1695568401,0.1875781576
28121,0.329985799,1,0.0982931641,0.1031755583
28123,1,0,0.1248081841,0.1208995016
28125,1,1,0.1098901099,0.1771944217
28127,1,0,0.1116611661,0.082954923
28129,1,1,0.0912476723,0.0923199363
28131,1,0,0.1539657854,0.1079380445
28133,0.6403295984,0,0.1647058824,0.138628649
28135,1,1,0.1219512195,0.0911202891
28137,0.757090935,0,0.1445783133,0.1049450005
28139,1,0,0.1355824316,0.1110804471
28141,1,0,0.1712328767,0.1489045674
28143,1,0,0.3273727648,0.268914956
28145,0.7565251827,0,0.1093117409,0.0971986418
28147,1,0,0.1951447246,0.1532356532
28149,0.4249586333,0,0.1492100644,0.1220668997
28151,0.3484929433,1,0.2094964029,0.2115754828
28153,1,0,0.0990691489,0.1044734259
28155,1,0,0.0913705584,0.0690643732
28157,1,0,0.1101055807,0.112164297
28159,1,0,0.1374269006,0.1400430902
28161,1,0,0.1166666667,0.1082884822
28163,0.4368619826,0,0.1457489879,0.1894039735
29001,0.3345184483,0,0.1288863765,0.1155654541
29003,0.6041356493,1,0.0835755814,0.0881663738
29005,1,0,0.0968421053,0.0795507721
29007,0.5452688086,1,0.0941306755,0.0906938196
29009,0.8251578155,1,0.147752395,0.0953424658
29011,1,0,0.1150442478,0.122351821
29013,1,1,0.1353383459,0.1158611063
29015,1,0,0.1413181242,0.1384654472
29017,1,0,0.119205298,0.0823727861
29019,0.2275420729,0,0.1634411543,0.151233049
29021,0.1374995577,0,0.1508497518,0.1425648022
29023,0.5146214099,0,0.1247660636,0.1099011771
29025,1,1,0.1207658321,0.0814622913
29027,0.6011336179,0,0.0825165982,0.0920953101
29029,0.5625219324,1,0.1181005242,0.1175868505
29031,0.3220046506,0,0.1352094453,0.1215708558
29033,1,1,0.0598802395,0.0746031746
29035,1,0,0.0663129973,0.1040176114
29037,0.296612999,1,0.0920588593,0.085056312
29039,1,0,0.1244323342,0.1013090495
29041,1,0,0.081871345,0.0717741935
29043,0.4224916143,0,0.104045357,0.0989688278
29045,1,0,0.1035940803,0.0795402299
29047,0.0809205203,1,0.1082266537,0.1018230816
29049,0.7577416918,0,0.1164254248,0.0927926783
29051,0.3429651005,0,0.0758412858,0.076540656
29053,0.5302578495,0,0.1215106732,0.0981812058
29055,0.9320350451,0,0.1348435814,0.0860203057
29057,1,0,0.102006689,0.094744369
29059,1,0,0.1221198157,0.1033748362
29061,1,0,0.1164725458,0.0936657682
29063,0.6991567685,0,0.0702917772,0.0458515284
29065,0.6751958949,0,0.1316455696,0.0793185565
29067,1,0,0.1103752759,0.1068754255
29069,0.6266308383,0,0.1392745186,0.1001331305
29071,0.5498939646,1,0.1019453337,0.0909222633
29073,1,1,0.0826235094,0.0815428861
29075,1,0,0.1173913043,0.0761290323
29077,0.1414147835,1,0.1665056236,0.1352820836
29079,0.4467781403,0,0.1132332879,0.0923034785
29081,1,0,0.1001615509,0.1096311475
29083,0.5960083842,0,0.1039173014,0.0856538204
29085,1,1,0.1935483871,0.1974714028
29087,1,1,0.0584958217,0.0521472393
29089,1,1,0.0879120879,0.1015274034
29091,0.701836478,1,0.1537471856,0.1287344193
29093,1,1,0.1287671233,0.1145890038
29095,0.0426893882,0,0.1499559352,0.1415683057
29097,0.2346673618,1,0.1300286594,0.1228328073
29099,0.3477169786,1,0.0926109524,0.0853035369
29101,0.5276877789,0,0.1134648162,0.0957072833
29103,1,0,0.1046025105,0.1132238548
29105,0.5918310719,0,0.0900556328,0.0947307803
29107,0.6931542566,0,0.0877120397,0.07116413
29109,0.7152969659,0,0.1250863856,0.099616041
29111,1,0,0.1167664671,0.0955576862
29113,0.7201967301,1,0.1144592385,0.0910087719
29115,0.6741620347,0,0.0987394958,0.0965591398
29117,0.3733598956,0,0.0928961749,0.0808099573
29119,0.9989271768,0,0.1487553127,0.0889055848
29121,0.6476428431,0,0.1115013169,0.0790114863
29123,0.6051005861,0,0.1281216069,0.0769919427
29125,1,0,0.1086657497,0.1033773862
29127,0.3895179667,1,0.1088286713,0.1008520096
29129,1,0,0.0975609756,0.0647540984
29131,0.7646226033,0,0.102131879,0.0831059811
29133,1,0,0.0933767644,0.1360252651
29135,1,0,0.1089918256,0.0694345025
29137,1,1,0.1141226819,0.1194892064
29139,1,0,0.1132686084,0.1039545347
29141,1,1,0.1520158625,0.1175644626
29143,0.8742850189,1,0.1181217902,0.10768
29145,0.6322807257,0,0.1199270406,0.0735034803
29147,0.4721529118,0,0.1279904306,0.1133982497
29149,1,0,0.1562043796,0.1015700096
29151,1,0,0.0788461538,0.0751295337
29153,1,0,0.1183844011,0.1229307174
29155,0.6603665155,0,0.1704545455,0.1660741493
29157,0.5746993037,1,0.0828199863,0.0733096085
29159,0.3940670079,0,0.1167971102,0.0946942229
29161,0.5382857655,0,0.139261745,0.1250957065
29163,1,1,0.1120556414,0.0841091493
29165,0.1364156,1,0.1163563041,0.1127956763
29167,0.6724515372,0,0.1418134938,0.1138353765
29169,0.4129923084,1,0.1396323767,0.105469491
29171,1,0,0.0909090909,0.0805108273
29173,0.9750845002,1,0.1209476309,0.1152542373
29175,0.5078896262,0,0.0920383964,0.0776989581
29177,0.7406943605,0,0.0981987217,0.0892877558
29179,1,0,0.1042128603,0.0612800726
29181,1,0,0.1305449937,0.1005291005
29183,0.0565856162,0,0.0822642249,0.0769260275
29185,1,0,0.1011378003,0.076585869
29186,0.7300719736,1,0.0860366714,0.063184007
29187,0.4097606168,1,0.1180614859,0.107269239
29189,0.0135461222,0,0.1300077508,0.1242112525
29195,0.4226631809,0,0.0800256082,0.0908274535
29197,1,0,0.072,0.0478547855
29199,1,1,0.1463414634,0.0586253369
29201,0.4599700465,1,0.129,0.1137158133
29203,1,0,0.173992674,0.0708631738
29205,1,0,0.0751072961,0.0791429821
29207,0.6639578683,1,0.0938468349,0.0742910274
29209,0.8292894838,1,0.1144602851,0.1094507591
29211,1,0,0.0965346535,0.1096103896
29213,0.3717226126,1,0.1522352941,0.1208263384
29215,0.9938334627,1,0.1359015516,0.1039263531
29217,0.5672096209,1,0.1117533719,0.0939465409
29219,0.7355060227,1,0.1113288906,0.0823378194
29221,1,1,0.1238636364,0.0896232167
29223,1,0,0.1647196262,0.1284942448
29225,0.8071638736,0,0.0996350365,0.0761190638
29227,1,0,0.0896551724,0.0465444288
29229,0.7763360457,0,0.1480654762,0.0994788473
29510,0,0,0.1942122414,0.176380191
30001,0.5273716786,0,0.1706398996,0.1408632722
30003,1,0,0.2050919378,0.0624066886
30005,1,1,0.1822222222,0.1125730994
30007,1,0,0.0961887477,0.1370150297
30009,1,0,0.1441241685,0.1305598584
30011,1,0,0.1290322581,0.0958333333
30013,0.2051436965,1,0.1229711946,0.1056649375
30015,1,0,0.0795454545,0.0652849741
30017,0.2224656611,1,0.1396303901,0.1257189811
30019,1,0,0.1082802548,0.1216617211
30021,0.2533557047,1,0.0962772786,0.0984383714
30023,0.2891412801,0,0.1538461538,0.1511181387
30025,1,0,0.0717299578,0.0716448032
30027,0.4737026035,1,0.113243762,0.1344289928
30029,0.514953477,1,0.1521579205,0.1432311321
30031,0.3475622058,0,0.1480163864,0.1463145189
30033,1,0,0.1481481481,0.0956521739
30035,1,0,0.1535580524,0.1144291092
30037,1,0,0.0571428571,0.0677419355
30039,1,1,0.0973782772,0.1066768995
30041,0.397510577,0,0.1232986389,0.1126056217
30043,1,1,0.1009771987,0.0800692491
30045,1,0,0.1590909091,0.1430363864
30047,0.8212886234,1,0.159081242,0.1311887627
30049,0.2619728629,1,0.111796068,0.1036790411
30051,1,1,0.2745098039,0.1118644068
30053,0.7793871017,1,0.1708037825,0.1275656325
30055,1,0,0.1084337349,0.0322580645
30057,1,1,0.1120689655,0.1092267893
30059,1,0,0.1146341463,0.2069392813
30061,1,0,0.1111111111,0.1396810053
30063,0.2528196605,1,0.1603115202,0.1452653239
30065,1,0,0.1032110092,0.0949525237
30067,0.4561107556,0,0.1382575758,0.1466155811
30069,1,0,0.0717948718,0.0419161677
30071,1,0,0.0809248555,0.0713407134
30073,1,1,0.1255707763,0.1021532298
30075,1,0,0.0578947368,0.0590163934
30077,1,0,0.1282608696,0.089937667
30079,1,,0.1237113402,0.2603036876
30081,0.8444786526,0,0.1421333333,0.1107089982
30083,0.4324253764,1,0.1519823789,0.1153399861
30085,1,0,0.1137820513,0.1114730366
30087,1,1,0.1884550085,0.1217881028
30089,1,0,0.1586270872,0.1389722431
30091,1,0,0.1141868512,0.1176056338
30093,0.1387584322,0,0.1333998669,0.1501788663
30095,1,0,0.0963855422,0.0764451648
30097,1,0,0.1079136691,0.1103151862
30099,1,0,0.1131687243,0.089254766
30101,1,0,0.1191135734,0.1041544763
30103,1,0,0.071641791,0.1147540984
30105,1,0,0.0795847751,0.0669992872
30107,1,0,0.1428571429,0.1335227273
30109,1,0,0.0952380952,0.090487239
30111,0.1648445041,1,0.1344029851,0.1136932375
31001,0.205031245,1,0.1370458136,0.1279519785
31003,1,0,0.094049904,0.0758785942
31005,1,,0.1388888889,0.0705128205
31007,1,0,0.0340425532,0.0495049505
31009,1,0,0.1333333333,0.2064516129
31011,1,0,0.0902934537,0.0883874001
31013,0.2511529238,0,0.1213114754,0.12329716
31015,1,0,0.1242236025,0.1346666667
31017,1,0,0.1077586207,0.1700440529
31019,0.3106381279,0,0.1375097479,0.1242258652
31021,1,0,0.0860215054,0.0840525328
31023,1,1,0.0980966325,0.0838252656
31025,0.7497932175,1,0.0972704715,0.0911642311
31027,1,0,0.0757575758,0.0639006663
31029,1,0,0.1188118812,0.122324159
31031,1,0,0.076744186,0.0645333333
31033,0.3417828475,0,0.1260210035,0.1105815062
31035,1,1,0.0864197531,0.0648854962
31037,0.3836703837,0,0.0851955307,0.0483734088
31039,1,1,0.0674763833,0.0567039106
31041,1,1,0.1152993348,0.1008958039
31043,0.2060513391,0,0.2056786704,0.1186416993
31045,0.3987071594,1,0.129985229,0.1416282642
31047,0.5670855626,0,0.1460227273,0.1276595745
31049,1,0,0.0709677419,0.0675496689
31051,1,1,0.0894854586,0.0567970205
31053,0.2387870961,0,0.1109972678,0.0949828179
31055,0.0243616195,0,0.14086762,0.1312784344
31057,1,0,0.0727272727,0.0616438356
31059,1,0,0.061440678,0.0629645824
31061,1,0,0.1033057851,0.1068447412
31063,1,0,0.103960396,0.1034115139
31065,1,0,0.1180904523,0.1084832905
31067,0.4405639513,0,0.1147269719,0.094964515
31069,1,0,0.0520231214,0.0805369128
31071,1,0,0.1257861635,0.0974212034
31073,1,0,0.0855263158,0.090296496
31075,1,0,0.1442622951,0.106557377
31077,1,1,0.1366120219,0.1160714286
31079,0.1239526194,0,0.1127502634,0.1050095117
31081,1,1,0.0448807854,0.0678613396
31083,1,0,0.1106557377,0.1010452962
31085,1,0,0.0957746479,0.0900321543
31087,1,0,0.095890411,0.0872938894
31089,1,0,0.0928217822,0.0860634425
31091,1,0,0.1147540984,
31093,1,0,0.1377952756,0.0859671302
31095,0.4459944751,1,0.107028754,0.0868090878
31097,1,0,0.0630372493,0.0785002929
31099,1,0,0.0919117647,0.0740884407
31101,0.4335932813,0,0.0973333333,0.0890874628
31103,1,0,0.1181818182,0.1202749141
31105,1,0,0.1148648649,0.1277777778
31107,1,0,0.0766917293,0.058411215
31109,0.0973038486,0,0.1382845516,0.125562271
31111,0.3199330949,0,0.1263850416,0.1090650551
31113,1,0,0.1375,0.1638225256
31115,1,,0.1849056604,0.1474654378
31117,1,,0.07,0.0388888889
31119,0.2735984263,0,0.1237482117,0.1011335198
31121,1,0,0.1547049442,0.1129800063
31123,1,0,0.1078167116,0.1073825503
31125,1,0,0.0692307692,0.0708237105
31127,1,0,0.0858676208,0.0905716407
31129,1,0,0.0436046512,0.0536836094
31131,0.5588235294,1,0.1093502377,0.0815942256
31133,1,0,0.1214953271,0.0952858576
31135,1,0,0.1057268722,0.0682624113
31137,0.391837645,0,0.1228533686,0.1197846568
31139,1,1,0.0839160839,0.0702087287
31141,0.2757756007,1,0.0924464487,0.0941807044
31143,1,0,0.0510204082,0.0394211577
31145,0.3090076621,1,0.0981524249,0.1134669152
31147,0.4749078897,0,0.0770288858,0.0849673203
31149,1,1,0.0339285714,0.0546558704
31151,0.5130842429,0,0.1417399804,0.0620676023
31153,0.0515676481,0,0.0970600951,0.0935312003
31155,0.7853487746,0,0.0848240046,0.0930903218
31157,0.30428999,0,0.1395819285,0.1333560709
31159,0.5756147425,1,0.0846681922,0.0707734638
