fips,h,f1,f2,f3,f4,f5,k6,k8,k10,rucc
47033,18.1896858924937,18.1896858924937,-11.0733088752465,-3.40805427277758,-13.8410154956793,27.0137624585176,1,1,1,3
47035,-42.0816056499336,-42.0816056499336,25.4662139109459,9.36153126836639,29.6765655644913,-56.9586551850151,1,1,1,4
47037,-13.1239260122375,-13.1239260122375,5.74149848186813,2.3139096137581,8.60417290453169,-14.018370937064,1,5,5,1
47039,42.132084750826,42.132084750826,-23.5361241003952,-8.01979964990254,-27.7220515488249,55.953406990228,3,4,4,9
47041,33.1846041003485,33.1846041003485,-16.8361121396858,-6.05709618565529,-22.844680856459,43.3256482722696,3,4,4,8
47043,-28.3092253369676,-28.3092253369676,15.7417328705316,5.2366252185618,17.8364845418683,-34.2694252916359,1,1,1,1
47045,-63.4775348456059,-63.4775348456059,35.041480546381,12.1983925717754,43.5221513984046,-80.1832215224754,2,3,3,6
47047,18.1260787199066,18.1260787199066,-10.5633614182535,-4.1260982746201,-14.762604086435,23.7790856104383,1,1,1,1
47049,14.0988064196893,14.0988064196893,-6.38715936012163,-2.48152500277671,-8.19974932136517,17.6035497074224,3,4,4,8
47051,11.9660317180962,11.9660317180962,-5.4280236740024,-2.57729101928608,-8.51105264397934,16.4749018556857,1,1,1,7
47053,-16.6331864908325,-16.6331864908325,9.16539130564666,2.8209093276741,10.6360773164466,-19.052247670728,2,3,3,3
47055,10.0728795024504,10.0728795024504,-4.70372428959775,-2.62439102925274,-8.01737025721221,14.4921979666088,3,4,4,6
47057,16.2778027349783,16.2778027349783,-8.38647808603698,-3.05379547275407,-11.7530455823592,22.2761250383863,3,4,4,2
47059,-37.1747323123376,-37.1747323123376,22.1821323461415,7.58682766822038,25.5591089010337,-47.9652022140831,3,4,4,4
47061,8.97593782889957,8.97593782889957,-5.16799121556582,-2.774608492233,-6.35210606776476,11.765337908385,3,4,4,8
47063,-86.701071584512,-86.701071584512,49.1524042805464,18.3541178484146,59.6216585424943,-111.832866777395,1,1,1,3
47065,-28.558739081892,-28.558739081892,15.9737508512347,5.64966786518486,19.6756361927922,-36.3776240243101,1,5,5,2
47067,-91.3806254858792,-91.3806254858792,49.1502595801993,17.5482344870243,64.5771995896237,-119.878653348046,3,4,4,8
47069,-10.2098741478079,-10.2098741478079,7.10903891129878,1.87715510711376,6.94225051681789,-13.6292439997738,2,2,2,6
47071,3.62872890227505,3.62872890227505,-0.876195913874793,-0.853058056514866,-1.67154764191929,4.72321654194357,3,4,4,6
47073,44.0200838759018,44.0200838759018,-22.130744707742,-9.09904529396957,-30.0828847148633,56.6388232688863,3,4,4,2
47075,-64.5127372902919,-64.5127372902919,35.4667028792412,12.8718203539532,45.1636064703808,-81.6480806790665,2,2,2,6
47077,-5.55984854124398,-5.55984854124398,3.02663306208687,0.676852253844203,3.19298418933561,-4.96392122707685,3,4,4,6
47079,-19.538699856024,-19.538699856024,10.8810584077723,3.91756872397057,12.977122081239,-23.7240859443362,3,4,4,7
47081,26.112896885946,26.112896885946,-14.4960997806558,-5.62521364083707,-20.433564167853,36.5846123374689,3,4,4,1
47083,-37.0566578801563,-37.0566578801563,20.3457228705919,6.64003015386926,23.8877100861991,-47.7797708551031,3,4,4,8
47085,-21.5062032769755,-21.5062032769755,11.782101518531,3.79561465582679,14.3878880791666,-27.3043769811986,3,4,4,8
47087,-15.0953896794278,-15.0953896794278,8.10003193534004,2.19400528979936,10.1306264461744,-19.6729577965214,3,4,4,8
